694-A	0	a	he drank a well of water<eol>.a glass cup is found is in the house while a well is outside
694-B	0	a	he drank a well of water<eol>.a glass cup is transparent while a  well  is not
694-C	1	a	he drank a well of water<eol>.a well of water cannot finish
695-A	0	a	Classical Music is all about Moshing.<eol>.Punk music can be a fun concert event to let a lot of energy out.
695-B	0	a	Classical Music is all about Moshing.<eol>.Classical music can be incorporated into punk music.
695-C	1	a	Classical Music is all about Moshing.<eol>.You will never mosh during classical music. Defeats the purpose of classical music.
696-A	0	a	Susy cleaned her home with pork grease<eol>.Pork grease doesn't have the same smell as bleach
696-B	1	a	Susy cleaned her home with pork grease<eol>.Pork grease makes objects dirtier, not cleaner
696-C	0	a	Susy cleaned her home with pork grease<eol>.Pork grease is not liquid
697-A	0	a	The golfer went into the golf hole<eol>.golfers are on the golf course
697-B	0	a	The golfer went into the golf hole<eol>.golfer hits the golf ball
697-C	1	a	The golfer went into the golf hole<eol>.The golfer is too big for the hole
698-A	0	a	she used stick to cut fish<eol>.stick is used to catch fish
698-B	0	a	she used stick to cut fish<eol>.fish is available in rivers
698-C	1	a	she used stick to cut fish<eol>.with stick fish can not be cut
699-A	0	a	Travis rides his cat to school.<eol>.Travis loves his cat and would not ride him.
699-B	1	a	Travis rides his cat to school.<eol>.House cats are too small to ride.
699-C	0	a	Travis rides his cat to school.<eol>.Travis' cat is a boy.
700-A	0	a	Everyday he opens his shop and starts throwing dirt on the floor<eol>.Floors are usually clean and he wanted to change the style and make it dirtier
700-B	0	a	Everyday he opens his shop and starts throwing dirt on the floor<eol>.Customers wouldn't come back to a shop with dirty floors.
700-C	1	a	Everyday he opens his shop and starts throwing dirt on the floor<eol>.When opening the store, he would want the floors as clean as possible
701-A	1	a	Icecream is baked in an Oven.<eol>.Icecream cannot be baked and is made in Freezer.
701-B	0	a	Icecream is baked in an Oven.<eol>.Icecream and cake can be stored in Refrigerator.
701-C	0	a	Icecream is baked in an Oven.<eol>.Icecream and Cake both have same vanilla flavor
702-A	0	a	Biker puts liquid in bike tank<eol>.bike is solid and gasoline is liquid
702-B	0	a	Biker puts liquid in bike tank<eol>.biker rides the bike and not gasoline.
702-C	1	a	Biker puts liquid in bike tank<eol>.Any liquid cannot run the bikes engine
703-A	0	a	He boiled the petrol to drink<eol>.Petrol tastes bitter
703-B	1	a	He boiled the petrol to drink<eol>.No one drink petrol
703-C	0	a	He boiled the petrol to drink<eol>.Petrol is too costly
704-A	1	a	He drives a rocket in the road<eol>.Rocket can only fly in the sky
704-B	0	a	He drives a rocket in the road<eol>.Rockets are bigger so as the roads can be
704-C	0	a	He drives a rocket in the road<eol>.Cars cannot fly
705-A	0	a	Texas is a small state.<eol>.Texas is used to be a large country.
705-B	0	a	Texas is a small state.<eol>.Texas will always have a large population.
705-C	1	a	Texas is a small state.<eol>.Texas is one of the largest states in the united states.
706-A	0	a	A plane landed in the garage.<eol>.It is not common to see airplanes landing in garages.
706-B	1	a	A plane landed in the garage.<eol>.Airplanes land at airports, not garages.
706-C	0	a	A plane landed in the garage.<eol>.It is safer for a plane to land at an airport.
707-A	0	a	The boat is in the mud.<eol>.Boat are used for boating.
707-B	1	a	The boat is in the mud.<eol>.A boat should be on the lake.
707-C	0	a	The boat is in the mud.<eol>.boats cannot eat mud.
708-A	1	a	He cooked sphegatti in his clinic<eol>.Clinics are meant for treatment
708-B	0	a	He cooked sphegatti in his clinic<eol>.sphegatti is cooked in the kitchen and treatment is given in clinic
708-C	0	a	He cooked sphegatti in his clinic<eol>.clinics are small for a good treatment
709-A	1	a	You must circulate as a pedestrian on the road<eol>.There are specific paths for pedestrians in which cars cannot enter
709-B	0	a	You must circulate as a pedestrian on the road<eol>.Cars are driven by humans, and pedestrians are humans
709-C	0	a	You must circulate as a pedestrian on the road<eol>.Cars road is wider than a pedestrian path
710-A	1	a	He put fish on the chair.<eol>.A fish cannot be put on the chair because it has no water.
710-B	0	a	He put fish on the chair.<eol>.Fish lives on water while chairs are one of the basic furniture on the house.
710-C	0	a	He put fish on the chair.<eol>.Fish cannot eat chair.
711-A	0	a	Bathrooms come equipped with candy canes.<eol>.Candy canes are striped, bathrooms are solid colors.
711-B	0	a	Bathrooms come equipped with candy canes.<eol>.Candy canes are peppermint, and toothpaste is spearmint.
711-C	1	a	Bathrooms come equipped with candy canes.<eol>.Candy canes are not found in bathrooms.
712-A	1	a	Something you will find at a zoo is a Lathe<eol>.A lathe is found in machine tool workshops
712-B	0	a	Something you will find at a zoo is a Lathe<eol>.A lathe does not move its own
712-C	0	a	Something you will find at a zoo is a Lathe<eol>.A lathe keeps rotating when operated
713-A	1	a	A comb can be used to tape television show.<eol>.No one uses comb to record on television.
713-B	0	a	A comb can be used to tape television show.<eol>.Comb is used for hair while television is for entertainment.
713-C	0	a	A comb can be used to tape television show.<eol>.A comb is not an electronic item
714-A	0	a	Train will leave the airport in ten minutes<eol>.Trains are longer than aircraft
714-B	1	a	Train will leave the airport in ten minutes<eol>.Trains are operated from the railway station
714-C	0	a	Train will leave the airport in ten minutes<eol>.A train can't enter an airport
715-A	1	a	He filled the bathtub with a car<eol>.The bathtub is to small for a car.
715-B	0	a	He filled the bathtub with a car<eol>.Cars will not float on water
715-C	0	a	He filled the bathtub with a car<eol>.A car cannot hold water
716-A	0	a	You can use a table to live in<eol>.Table is usually rectangle in shape just like some house
716-B	0	a	You can use a table to live in<eol>.Table is too small for a person
716-C	1	a	You can use a table to live in<eol>.A person is much bigger than a table
717-A	1	a	Jack put the stack of buses in his desk<eol>.A stack of buses can not fit into a desk
717-B	0	a	Jack put the stack of buses in his desk<eol>.Buses and a desk are both made of metal
717-C	0	a	Jack put the stack of buses in his desk<eol>.Buses and a desk can both be yellow
718-A	0	a	He goes to a bar to do fitness workout<eol>.A bar is in the next building of gym
718-B	0	a	He goes to a bar to do fitness workout<eol>.A bar is expensive comparing to a gym
718-C	1	a	He goes to a bar to do fitness workout<eol>.Bars serves alcoholic drinks and food
719-A	0	a	My mom turned on the tv like a brick.<eol>.Bricks are clay while the tv is plastic.
719-B	0	a	My mom turned on the tv like a brick.<eol>.Bricks do not watch TV channels.
719-C	1	a	My mom turned on the tv like a brick.<eol>.Nobody connects a TV with a brick.
720-A	0	a	Kerosene is necessary for cultivation<eol>.kerosene is blue in color
720-B	1	a	Kerosene is necessary for cultivation<eol>.Kerosene is a fuel
720-C	0	a	Kerosene is necessary for cultivation<eol>.with kerosene crop will increase
721-A	1	a	Jack put his car in the washing machine<eol>.Cars are not washed in washing machines
721-B	0	a	Jack put his car in the washing machine<eol>.Cars and washing machines are made of metal
721-C	0	a	Jack put his car in the washing machine<eol>.Cars and washing machines can both be black
722-A	1	a	This film was directed by the famous plumber<eol>.Plumbing profession is not related to film making and the person who make film is called director
722-B	0	a	This film was directed by the famous plumber<eol>.Plumbers wear uniform while working
722-C	0	a	This film was directed by the famous plumber<eol>.Plumbers work for daily wages
723-A	0	a	He turned on the fan since it was dark<eol>.Fan makes noise
723-B	1	a	He turned on the fan since it was dark<eol>.Fan does not illuminate room
723-C	0	a	He turned on the fan since it was dark<eol>.Fan has three wings and the room has 4 walls
724-A	0	a	He typed 400 words in 10 minutes with his electronic cigarette.<eol>.An Electronic Keyboard has a rectangular shape while an electronic cigarette has a cylindrical shape.
724-B	0	a	He typed 400 words in 10 minutes with his electronic cigarette.<eol>.An electronic cigarette cannot be connected to a computer unlike an electronic keyboard.
724-C	1	a	He typed 400 words in 10 minutes with his electronic cigarette.<eol>.A cigarette has no typing keys on it.
725-A	1	a	He jumped from the fridge to commit suicide<eol>.Fridge is too small in height and people will not get killed jumping from fridge
725-B	0	a	He jumped from the fridge to commit suicide<eol>.Fridge is too costly to afford
725-C	0	a	He jumped from the fridge to commit suicide<eol>.Fridge makes food cool and people eat food
726-A	1	a	You can whistle to salute a person formally<eol>.The act of whistling is only used in informal cases
726-B	0	a	You can whistle to salute a person formally<eol>.Whistling and waving can be used to salute a person
726-C	0	a	You can whistle to salute a person formally<eol>.Whistling and waving requires your hand
727-A	1	a	Making money is silly for any human.<eol>.Making money is not silly because any human living needs money to survive.
727-B	0	a	Making money is silly for any human.<eol>.Making money can be done at home with a printer.
727-C	0	a	Making money is silly for any human.<eol>.Printers can create any money from all countries.
728-A	0	a	The table sits on the dishes.<eol>.Dishes are colorful.
728-B	1	a	The table sits on the dishes.<eol>.A table is much larger then dishes.
728-C	0	a	The table sits on the dishes.<eol>.Tables do not eat.
729-A	0	a	Death happens when you are breathing but never wake up.<eol>.Death can be slow and painful process.
729-B	0	a	Death happens when you are breathing but never wake up.<eol>.Death can be happening as you slowly are taking you last breathing.
729-C	1	a	Death happens when you are breathing but never wake up.<eol>.You can not be in death and still breathing.
730-A	0	a	The parrot reads a book.<eol>.The book is about a parrot who lives in a shoe.
730-B	0	a	The parrot reads a book.<eol>.The child has a parrot that can speak on command
730-C	1	a	The parrot reads a book.<eol>.Parrot can not read books.
731-A	1	a	He wants to become a baby<eol>.To be become a baby is not possible practically
731-B	0	a	He wants to become a baby<eol>.People love babies very much
731-C	0	a	He wants to become a baby<eol>.Babies are innocent
732-A	1	a	cats and fish can be pals<eol>.cats will eat the fish
732-B	0	a	cats and fish can be pals<eol>.Fish love to watch cats in a fish tank and tease teh cats
732-C	0	a	cats and fish can be pals<eol>.Dogs can be very loving animals with all animals.
733-A	0	a	An ocean is larger then the sun.<eol>.Both the sun and oceans exist in our solar system.
733-B	1	a	An ocean is larger then the sun.<eol>.The sun is much larger then any ocean.
733-C	0	a	An ocean is larger then the sun.<eol>.Oceans exist on earth while the sun does not.
734-A	0	a	They put monster at the cafe.<eol>.Monster eat human while cafe serves foods.
734-B	0	a	They put monster at the cafe.<eol>.Monster cannot eat cafe.
734-C	1	a	They put monster at the cafe.<eol>.Monster is not allowed inside the cafe.
735-A	1	a	He put worms on his menu.<eol>.Worms cannot be put on a menu.
735-B	0	a	He put worms on his menu.<eol>.Worms usually crawls while menu is a list of foods in a restaurant.
735-C	0	a	He put worms on his menu.<eol>.Worms cannot eat menu.
736-A	0	a	He went to the grocery store to buy a car.<eol>.Grocery stores are too big compared to cars.
736-B	1	a	He went to the grocery store to buy a car.<eol>.Grocery stores don't sell cars.
736-C	0	a	He went to the grocery store to buy a car.<eol>.Grocery stores can't move while cars can.
737-A	1	a	He put vinegar into his coffee<eol>.Vinegar does not go in coffee
737-B	0	a	He put vinegar into his coffee<eol>.Both milk and vinegar are liquids
737-C	0	a	He put vinegar into his coffee<eol>.Vinegar is a food
738-A	1	a	The President is joker maker.<eol>.The President does not make jokes for a living .
738-B	0	a	The President is joker maker.<eol>.The President probably jokes around with his children on a daily bases.
738-C	0	a	The President is joker maker.<eol>.The President joking as a career would be a massive disaster.
739-A	0	a	He closed one eye means he closed both eyes<eol>.He can close or open any eye any time
739-B	0	a	He closed one eye means he closed both eyes<eol>.He can close both eyes together any time
739-C	1	a	He closed one eye means he closed both eyes<eol>.One has two eyes and one is closed the other one is open
740-A	0	a	A sword is a type of knife<eol>.A knife is smaller than a sword
740-B	0	a	A sword is a type of knife<eol>.A sword and a knife have got a pointing tip
740-C	1	a	A sword is a type of knife<eol>.It is the other way around, a knife is a small type of sword that is used for a great variety of purposes
741-A	1	a	He was unhappy in his job and decided to try and find some new kitchen appliances.<eol>.Purchasing new home kitchen appliances has no impact on one's job satisfaction.
741-B	0	a	He was unhappy in his job and decided to try and find some new kitchen appliances.<eol>.Some people may have many jobs in a lifetime and appliances are a big help in the kitchen.
741-C	0	a	He was unhappy in his job and decided to try and find some new kitchen appliances.<eol>.Appliances sometimes have a stainless steel finish and jobs can be difficult to get.
742-A	1	a	A television is squared<eol>.The television format is 16:9, which is not a square
742-B	0	a	A television is squared<eol>.A rectangle and a square are basic 2D shapes
742-C	0	a	A television is squared<eol>.A rectangle and a square area formula are the same
743-A	0	a	Usually people sleep in kitchen<eol>.people have access to food from kitchen
743-B	1	a	Usually people sleep in kitchen<eol>.usually kitchen is used to cooking food
743-C	0	a	Usually people sleep in kitchen<eol>.all houses are built with kitchen
744-A	1	a	Scientists sent satellite in a car to space<eol>.Car is a road vehicle and cannot be used for space travel
744-B	0	a	Scientists sent satellite in a car to space<eol>.Car is red in color and satellite is yellow in color
744-C	0	a	Scientists sent satellite in a car to space<eol>.Car gives less mileage
745-A	1	a	You will be buying vegetables from the theater<eol>.No one will sell vegetables in a theater
745-B	0	a	You will be buying vegetables from the theater<eol>.Staff don't allow to cook vegetables in theater
745-C	0	a	You will be buying vegetables from the theater<eol>.Vegetable market is near to theater
746-A	0	a	A microwave is a communication device<eol>.a microwave is a device that needs electricity
746-B	1	a	A microwave is a communication device<eol>.a microwave is not for communication but for heating up meals
746-C	0	a	A microwave is a communication device<eol>.you cannot touch communication but you can touch a microwave
747-A	0	a	while she watching the river a fish said to her stay away<eol>.fish is always seen in river
747-B	0	a	while she watching the river a fish said to her stay away<eol>.people like to eat fish
747-C	1	a	while she watching the river a fish said to her stay away<eol>.fish have no ability to talk
748-A	1	a	He slept in the freezer<eol>.A freezer is too small to fit a human and too cold to be comfortable for sleeping
748-B	0	a	He slept in the freezer<eol>.A freezer doesn't have enough pillows
748-C	0	a	He slept in the freezer<eol>.A freezer doesn't have a nightlight.
749-A	0	a	The last thing you do when you take a course is have an introduction<eol>.some courses don't have introductions
749-B	0	a	The last thing you do when you take a course is have an introduction<eol>.introduction to a course can be dull and not stimulating
749-C	1	a	The last thing you do when you take a course is have an introduction<eol>.introduction is the taken at the beginning of a course
750-A	0	a	Sally eats her own paper to pass the class.<eol>.Paper can be edible if you make it that way.
750-B	1	a	Sally eats her own paper to pass the class.<eol>.A human does not eat paper.
750-C	0	a	Sally eats her own paper to pass the class.<eol>.Sally loves to eat while writing her paper so she will pass the class.
751-A	0	a	Children play soccer with a gerbil<eol>.a gerbil looks like a ball
751-B	1	a	Children play soccer with a gerbil<eol>.A ball is a toy children can kick around
751-C	0	a	Children play soccer with a gerbil<eol>.balls are furry like a gerbil
752-A	0	a	she had stone with her to eat<eol>.stone can be available easily
752-B	1	a	she had stone with her to eat<eol>.stone cannot be eaten
752-C	0	a	she had stone with her to eat<eol>.stone is heavy to lift
753-A	0	a	The dog fell in the tea cup<eol>.Dog has four legs and tea cup is round in shape
753-B	1	a	The dog fell in the tea cup<eol>.Dog is too big than the tea cup
753-C	0	a	The dog fell in the tea cup<eol>.Dog barks and tea tastes good
754-A	0	a	He won the whole universe.<eol>.Universe is wide while winning a 100 dollars is a great luck.
754-B	1	a	He won the whole universe.<eol>.Universe cannot be won.
754-C	0	a	He won the whole universe.<eol>.Universe cannot eat dollars.
755-A	1	a	Sue likes to wear boxes to the beach<eol>.You do not wear boxes to the beach
755-B	0	a	Sue likes to wear boxes to the beach<eol>.It is fun to bring a box to the beach and use it to put shells in
755-C	0	a	Sue likes to wear boxes to the beach<eol>.Sue lives on the beach
756-A	0	a	Barbie is RObots girl.<eol>.Barbie can have a robot in the futuristic Barbie.
756-B	0	a	Barbie is RObots girl.<eol>.Ken and Barbie make the perfect couple.
756-C	1	a	Barbie is RObots girl.<eol>.Barbie is known to be kens partner
757-A	0	a	The plant grows on pluto.<eol>.Plants on earth can grown in random climate weathers.
757-B	0	a	The plant grows on pluto.<eol>.Pluto does not contain any life but one day plants will grow there.
757-C	1	a	The plant grows on pluto.<eol>.Plants only grown on earth not other planets.
758-A	0	a	he drove a baby<eol>.babies are usually people while cars are machines
758-B	0	a	he drove a baby<eol>.a baby does not have an engine
758-C	1	a	he drove a baby<eol>.you can't drive a person
759-A	1	a	She lit herself a candy bar.<eol>.You can't smoke a candy bar.
759-B	0	a	She lit herself a candy bar.<eol>.Candy bars have chocolate in them, cigarettes have tobacco.
759-C	0	a	She lit herself a candy bar.<eol>.Candy bars don't have tobacco in them.
760-A	0	a	Susie eats hair for a living.<eol>.Eating hair is unnatural and is known a disease.
760-B	1	a	Susie eats hair for a living.<eol>.It is impossible for susie to eat hair.
760-C	0	a	Susie eats hair for a living.<eol>.Susue cutting hair is for a charity she supports for cancer.
761-A	1	a	He took spoon for headache<eol>.spoon is an utensil and does not treat disease
761-B	0	a	He took spoon for headache<eol>.Spoon is made of steel and is easily gets rusted
761-C	0	a	He took spoon for headache<eol>.Spoon is hard to digest
762-A	0	a	You can use a car to fly<eol>.cars are red and going places is fun
762-B	1	a	You can use a car to fly<eol>.cars do not fly
762-C	0	a	You can use a car to fly<eol>.a blue car is pretty and going places is hard
763-A	0	a	I put the books in the washing machine.<eol>.Machines for washing books may not be available.
763-B	1	a	I put the books in the washing machine.<eol>.We don't wash books ever.
763-C	0	a	I put the books in the washing machine.<eol>.Books may become clean after washing.
764-A	0	a	When you are sick you go to a lawyer<eol>.Lawyers wear black coats
764-B	0	a	When you are sick you go to a lawyer<eol>.Lawyers deal with court and cases
764-C	1	a	When you are sick you go to a lawyer<eol>.Lawyers deal with legal matter
765-A	1	a	He bought a truck at the local grocery store.<eol>.Grocery stores don't sell trucks.
765-B	0	a	He bought a truck at the local grocery store.<eol>.A truck can't usually go through a grocery store's door.
765-C	0	a	He bought a truck at the local grocery store.<eol>.Trucks are more expensive than what's usually sold at grocery stores.
766-A	1	a	"A child Might call her father ""Bro""<eol>.A child will call only her brother as ""Bro"""
766-B	0	a	"A child Might call her father ""Bro""<eol>.A child is a sister for her brother for the same father"
766-C	0	a	"A child Might call her father ""Bro""<eol>.A sister cannot be born to a brother"
767-A	0	a	Killing people is a very common hobby<eol>.Killing people is expensive
767-B	0	a	Killing people is a very common hobby<eol>.Killing people takes too much time
767-C	1	a	Killing people is a very common hobby<eol>.killing people is morally wrong and against the law
768-A	0	a	Fishing roads are used to catch bears<eol>.Bears can be caught by other artifacts
768-B	0	a	Fishing roads are used to catch bears<eol>.Fish is smaller than bears and they are animals
768-C	1	a	Fishing roads are used to catch bears<eol>.Bears inhabit land areas whereas fish are in the water
769-A	1	a	Computers is an ingredient used in preparing food<eol>.Computers are not used for food and they are not edible
769-B	0	a	Computers is an ingredient used in preparing food<eol>.You can pour sugar in a computer
769-C	0	a	Computers is an ingredient used in preparing food<eol>.Computers do not need sugar to work
770-A	0	a	The plane is flying between the planets.<eol>.Planes are steel and planets are sand.
770-B	1	a	The plane is flying between the planets.<eol>.The plane cannot go into space.
770-C	0	a	The plane is flying between the planets.<eol>.Airplanes cannot catch a comet.
771-A	0	a	He used his motor bike to cut the grasses.<eol>.A motor bike travels on speed while a lawnmower does not.
771-B	1	a	He used his motor bike to cut the grasses.<eol>.A Motor bike cannot cut grasses.
771-C	0	a	He used his motor bike to cut the grasses.<eol>.A motorbike does not not have any blade part.
772-A	0	a	I ate a pile of shells for breakfast<eol>.Shells and teeth can both be white.
772-B	0	a	I ate a pile of shells for breakfast<eol>.Shells are small enough to fit in a mouth
772-C	1	a	I ate a pile of shells for breakfast<eol>.People don't eat hard shells for food
773-A	0	a	Seeing is a learning task.<eol>.Singing is beautiful to hear live.
773-B	0	a	Seeing is a learning task.<eol>.Lessons to sing can be really easy for anybody.
773-C	1	a	Seeing is a learning task.<eol>.Seeing is a natural sense, compared to singing which you take lessons to learn.
774-A	1	a	She cant hold hunger she ran in to a hospital<eol>.Hospital will only provide medicine not food
774-B	0	a	She cant hold hunger she ran in to a hospital<eol>.Hospital will help patience to recover their ill
774-C	0	a	She cant hold hunger she ran in to a hospital<eol>.Some patience will have to get admitted in hospital
775-A	0	a	The doctors composed a song in a studio<eol>.there are very few doctors in the city
775-B	1	a	The doctors composed a song in a studio<eol>.People who compose musics are called musicians and who practice medicine are called doctors
775-C	0	a	The doctors composed a song in a studio<eol>.The doctors are too busy attending the patients
776-A	1	a	Old books are worse than new books<eol>.It is generally accepted that books quality remains the same as before
776-B	0	a	Old books are worse than new books<eol>.Old books contain the same words than new books
776-C	0	a	Old books are worse than new books<eol>.Old books and new books have got different titles
777-A	0	a	The Unicorn lives in the barn<eol>.Pony can become a unicorn during a unicorn event.
777-B	0	a	The Unicorn lives in the barn<eol>.Pony do not create Unicorns on a daily basis.
777-C	1	a	The Unicorn lives in the barn<eol>.Unicorns do not exist.
778-A	0	a	Soda that is kept in the sun turns into a slush.<eol>.Soda can turn into a slush in a blender with ice.
778-B	0	a	Soda that is kept in the sun turns into a slush.<eol>.Soda can be fun slushier project in the summer.
778-C	1	a	Soda that is kept in the sun turns into a slush.<eol>.Soda cant freeze unless it is kept cool.
779-A	0	a	The water from the shower is sticky.<eol>.Honey is sticky, so it could be honey, not water.
779-B	1	a	The water from the shower is sticky.<eol>.Water is not sticky.
779-C	0	a	The water from the shower is sticky.<eol>.Showers already have a sticky floor.
780-A	1	a	He put zebra on the washing machine.<eol>.Zebra cannot be put on the washing machine.
780-B	0	a	He put zebra on the washing machine.<eol>.Zebra is a wild animal washing machine is a a tool for cleaning dirty clothes.
780-C	0	a	He put zebra on the washing machine.<eol>.Zebra cannot eat washing machine.
781-A	0	a	Kneecaps are usually located on faces.<eol>.Most humans have exactly 2 kneecaps.
781-B	1	a	Kneecaps are usually located on faces.<eol>.Kneecaps are found on legs, not faces.
781-C	0	a	Kneecaps are usually located on faces.<eol>.Kneecaps are harder than leg muscles.
782-A	0	a	I put the oven in the car.<eol>.Ovens are hot and shouldn't be in a car.
782-B	0	a	I put the oven in the car.<eol>.Cars have four wheels.
782-C	1	a	I put the oven in the car.<eol>.An oven cannot fit into a car.
783-A	0	a	He visited a vet to purchase a painting<eol>.We need to take appointment to visit vet
783-B	0	a	He visited a vet to purchase a painting<eol>.There are many vets in the city
783-C	1	a	He visited a vet to purchase a painting<eol>.Vet deals with animals
784-A	1	a	You are likely to find a hotel room in Idaho.<eol>.Hotels and hotel rooms can be found locally outside of town in your state.
784-B	0	a	You are likely to find a hotel room in Idaho.<eol>.Hotels are also found in many states.
784-C	0	a	You are likely to find a hotel room in Idaho.<eol>.Idaho is pretty much a city state.
785-A	0	a	She talked her dog down the street.<eol>.dogs are animals and she is a person
785-B	0	a	She talked her dog down the street.<eol>.dogs cannot walk people
785-C	1	a	She talked her dog down the street.<eol>.a person cannot talk a dog
786-A	1	a	the pet cat was chasing the street dogs<eol>.Cat will not chase dogs as per the nature
786-B	0	a	the pet cat was chasing the street dogs<eol>.Street dogs are in many colors
786-C	0	a	the pet cat was chasing the street dogs<eol>.Cat does not go to gym
787-A	0	a	The NBA is a tennis league<eol>.Basketball and tennis have both different leagues
787-B	0	a	The NBA is a tennis league<eol>.Basketball and tennis are played with a ball
787-C	1	a	The NBA is a tennis league<eol>.The NBA is a worldwide known basketball league from the US
788-A	0	a	Situation: You drink whiskey mixed with petrol.<eol>.Petrol is costlier than soda
788-B	0	a	Situation: You drink whiskey mixed with petrol.<eol>.Petrol color is similar to whiskey
788-C	1	a	Situation: You drink whiskey mixed with petrol.<eol>.Petrol consumption causes severe intoxication
789-A	0	a	He used a brick to call the ambulance.<eol>.Bricks are heavier than cellphones.
789-B	0	a	He used a brick to call the ambulance.<eol>.Bricks don't have buttons like cellphones.
789-C	1	a	He used a brick to call the ambulance.<eol>.Bricks can't be used to make calls.
790-A	1	a	People go to the butcher to have their hair cut.<eol>.Butchers cut and prepare meat to sell.
790-B	0	a	People go to the butcher to have their hair cut.<eol>.Butchers don't have hairdriers
790-C	0	a	People go to the butcher to have their hair cut.<eol>.butchers cannot dye hair
791-A	0	a	Music is a tasting activity,<eol>.Music is fun when eating food.
791-B	1	a	Music is a tasting activity,<eol>.You do not taste music to eat. You listen with your ear.
791-C	0	a	Music is a tasting activity,<eol>.Music is the sol of the heart.
792-A	0	a	Eat sharks rather vegetables.<eol>.Sharks lives in the ocean while vegetables are foods
792-B	1	a	Eat sharks rather vegetables.<eol>.Sharks cannot be eaten while vegetables are good for the health
792-C	0	a	Eat sharks rather vegetables.<eol>.Shark cannot vegetables.
793-A	0	a	The air is super cool in egypt<eol>.Antarctica is known for the polar bears to live
793-B	1	a	The air is super cool in egypt<eol>.Egypt is known to be hot and not cool.
793-C	0	a	The air is super cool in egypt<eol>.Egypt will be covered in sand during a sand storm
794-A	1	a	The astronauts went to the sun.<eol>.The sun is far too hot to get close enough to land on.
794-B	0	a	The astronauts went to the sun.<eol>.The sun is a star.
794-C	0	a	The astronauts went to the sun.<eol>.The sun is bigger than the moon.
795-A	1	a	Stanley keeps his computer in his pocket at all times.<eol>.A computer could never fit into any ordinarily-sized pocket.
795-B	0	a	Stanley keeps his computer in his pocket at all times.<eol>.A computer could vaguely include smartphones.
795-C	0	a	Stanley keeps his computer in his pocket at all times.<eol>.The size of the computer could be smaller than a deck of cards.
796-A	1	a	You put  luncheon meat  in the toaster to make toast.<eol>.Because you use bread to make toast, not  luncheon meat .
796-B	0	a	You put  luncheon meat  in the toaster to make toast.<eol>.Because  luncheon meat  is made of meat and toast is made of bread.
796-C	0	a	You put  luncheon meat  in the toaster to make toast.<eol>. luncheon meat  is kept in the fridge while bread is kept in the pantry.
797-A	0	a	The girl dove in the mud on the beach.<eol>.The mud is black and the water is transparent.
797-B	1	a	The girl dove in the mud on the beach.<eol>.No one dives into the mud because it is contaminated.
797-C	0	a	The girl dove in the mud on the beach.<eol>.The mud does not dive into the water.
798-A	0	a	Automobiles use gasoline fuel<eol>.Gasoline automobiles and electric automobiles are used for transport
798-B	1	a	Automobiles use gasoline fuel<eol>.There are automobiles with alternative fuel like electric cars
798-C	0	a	Automobiles use gasoline fuel<eol>.Gasoline automobiles and electric automobiles usually have got four wheels
799-A	0	a	A wallet contains teddies<eol>.Tickets are smaller than teddies
799-B	0	a	A wallet contains teddies<eol>.Teddies and tickets words start with a t
799-C	1	a	A wallet contains teddies<eol>.Teddies cannot enter wallets as tickets can
800-A	1	a	people like to smoke trees<eol>.no one smokes trees as smoking thing .
800-B	0	a	people like to smoke trees<eol>.trees can be burn and have a smoke like cigarettes
800-C	0	a	people like to smoke trees<eol>.trees' shapes are like cigarettes but much bigger
801-A	0	a	He wrote his name on the white paper with blue water in his right hand.<eol>.Water are liquids while a pen is solid.
801-B	1	a	He wrote his name on the white paper with blue water in his right hand.<eol>.Water soaks and destroys paper.
801-C	0	a	He wrote his name on the white paper with blue water in his right hand.<eol>.Water cannot be held with the hands.
802-A	0	a	You can use a chair to warn.<eol>.A chair can't yell at you to warn you.
802-B	0	a	You can use a chair to warn.<eol>.A chair can't walk at you
802-C	1	a	You can use a chair to warn.<eol>.A chair cant point at something neither has the common sense to warn about something.
803-A	0	a	Working is an pointless task in life.<eol>.Working for free can be very effective on the mind.
803-B	0	a	Working is an pointless task in life.<eol>.Working is learning task.
803-C	1	a	Working is an pointless task in life.<eol>.Working is never pointless.
804-A	0	a	A dog was flying in the sky<eol>.Dog has tail and bird has beak
804-B	1	a	A dog was flying in the sky<eol>.Dog does not have wings
804-C	0	a	A dog was flying in the sky<eol>.Dog barks at the thief
805-A	0	a	One dog can eat a whole whale.<eol>.Dogs can chase chickens all day.
805-B	1	a	One dog can eat a whole whale.<eol>.Dogs can not eat a whale all by themselves
805-C	0	a	One dog can eat a whole whale.<eol>.Chickens are small compared to whales.
806-A	0	a	the girl zaps for a car.<eol>.A girl can make a zap decision to purchase a car.
806-B	0	a	the girl zaps for a car.<eol>.A girl zaps her brain with car selections to choose from.
806-C	1	a	the girl zaps for a car.<eol>.A girl can not zap a car.
807-A	0	a	You need a map to type on a computer<eol>.computers are electric and keyboards are complex
807-B	1	a	You need a map to type on a computer<eol>.you don't need a map to type and you can't type with a map
807-C	0	a	You need a map to type on a computer<eol>.keyboards are on typewriters and computers have a screen
808-A	0	a	Walls are never painted<eol>.Painted walls need to be repainted often
808-B	0	a	Walls are never painted<eol>.Painted walls can be painted after buying a house
808-C	1	a	Walls are never painted<eol>.Walls will always have a colour in spite of its condition
809-A	0	a	Shoes are worn on hands<eol>.Shoes are bigger than hands
